Box		LastName	FirstName
R0040	24	M47181	R05806
R0040	25	M35928	R05094
R0040	26	M34866	R05801
R0040	27	M39589	R05067
R0040	28	M34594	R05068
R0040	29	M34038	R05807
R0040	30	M35399	R05055
R0040	31	M34840	R05802
R0040	32	M37221	R05056
R0040	33	M34208	R05065
R0040	34	M35550	R05066
R0040	35	M35534	R04928
R0040	36	M35072	R05063
R0040	37	M47902	R05064
R0040	38	M35321	R05376
R0040	39	M36658	R05815
R0040	40	M34436	R05813
R0040	41	M34244	R05814
R0040	42	M35144	R05203
R0040	43	M34809	R05816
R0040	44	M33161	R05205
R0040	45	M37039	R05206
R0040	46	M34015	R05207
R0040	47	M36551	R05100
R0040	48	M35671	R05238
R0040	49	M53233	R04929
R0040	50	M33841	R05237

***END***			
